留言內容,答案
 希望王世堅身體健康萬事如意，做這種缺,0
 德事之前應該有想過有天自己會不會用到,0
 小丑王世堅,1
 缺德政客滿街跑，明年還是會看到，智力測驗,1
 每次都過不了,0
 你有樁腳女兒嗎？沒有就閉嘴,1
 鬼娃哪懂醫學,1
 垃圾dpp的豬隊友,1
 就一堆無知不讀書整天質疑專業的,1
 開房間次數太頻繁，GG需要使用葉克膜,1
 文組跟三類戰 可悲,1
 哈哈 又要生七七了,1
 這不就是不尊重專業嗎？,0
 去你的廢物DPP,1
 知道是錯的還講出來？,0
 噁心...,1
 一個正常的醫師選市長，他x的釣出一堆心理,1
 變態。,1
 ？？？不是跟DPP沒關係嗎？怎麼又在打…,0
 那票大概都自以為久病成密醫的臭嘴,1
 真是亂源,1
 開房間只可以騙老人,1
 秀XX 真是不要X,1
 建商跟人談葉克膜的使用?,0
 幹,1
 希望王世堅長命百歲終生都用不到葉克膜,0
 鬼娃開房姦還是去專研跳水比較適合,1
 真蠢去嘴人家專業醫療,1
 政客說醫療,1
 唉，為了選舉,0
 政客應該停下腳步聽聽自己的幹話有多,1
 白癡白癡,1
 以後這些人生病，記得去找名嘴，別,1
 找醫生,0
 笑死 沒讀書在那邊跟別人硬拗 可憐,1
 我絕對不會跟高明的醫師為敵。誰無,0
 生老病死，跟醫師交朋友都來不及了。,0
 笑死鬼娃恰吉,1
 垃圾,1
 所以為啥編預算一定要多編 拼命用完,0
 就是因為有不專業的議員嘛!,1
 乖乖去摩鐵就不會被別人電了,1
 民視ㄧ樣拿這套去說XD  那些反應超好,0
 笑的,0
 阿北太貪心了，每個都想救,0
 小丑,1
 抓到了，葉克膜用不到七年就汰換，浪費公,1
 外行 硬要鬧,1
 帑，叭叭,1
 優質的選民還是會讓開房堅連任的啦！,1
 11/24滅東廠,1
 這樣說跟dpp沒關係?,0
 電爆開房姦,1
 開房堅講保險套我還信 談葉克膜別笑死人,1
 他選區是哪裡的？怎麼會選出這種人啊？該,0
 讓這個選區紅一下,0
 這不是自己找死嗎,0
 洪浩雲 別想洗白,0
 恰吉快回家吧 乖,1
 民進黨不要臉無極限,1
 丟人現眼,1
 DPP操你媽的,1
,0
    https://i.imgur.com/tlRfaLR.jpg,0
,0
 到底誰投這咖的？,1
 難怪柯不相信洪的說法,0
 選這種小丑的人智商到底多高？,1
 就算多用了 扯醫德不好？民進黨真的該倒,1
 真的是夏夕夏景,1
 XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,0
 請先不要抹黑，再來問柯相不相信,0
 DPP議員也變成醫療專家，抹黑能力很強耶,0
 看一下以前硬碟的價格好嗎！,0
 丟臉,1
 XD. 的確啦。一般人可能搞不懂這個,0
 他只會比那個手勢嗎,0
 王真的北七，以為自己很懂,1
 低能恰吉,1
 笑死,1
 唉...這不就是不尊重專業嗎,1
 法克膜XDD DDD D,1
 我就不相信dpp敢切割王室姦,1
 蔡璧如：這種角色還需要我出手？,1
 笑死,1
 笑話,1
 幹 真的一堆嘴砲 被電活該,1
 原來摩鐵專家也略懂葉克膜,1
 世姦：原來話題不是摩鐵啊？！,1
 在外科醫師面前誒，還是去開房間吧,1
 班門弄斧現代版,1
 白痴間，真的是有夠憨,1
 恰吉跟847很配,1
 他媽的尊重專業很難？開房間跳海專業管三,1
 小醫學,0
 原來世姦不是dpp的耶 一直誤會他了 艘,1
 比開房奸一定沒人能超越,1
 開房間專業不是開房間嗎？,1
 投票給這種人不覺得可恥嗎,1
 DPP最不會惡意抹黑 海珊最不愛打仗,1
 就柯P說的：不讀書、不尊重專業、沒有良,0
 為了打而打,0
 現在都是非醫生的人在談醫療...啥鬼,1
 智障,1
 原來民進黨也沒有什麼下限呢,1
 民進黨一年內動台大兩次 可以死了,1
 DPP沒介入？呵呵。,0
 王世堅下地獄吧,1
 DPP : 和DPP無關,1
 阿奸最喜歡用似是而非資料修理人,1
 反正冥嘴都很懂夜克謨啦 dpp以後快死了,1
 記得都去找這些冥嘴裝囉,1
 DPP 噁心啊,1
 不尊重專業 不讀書 沒良心的垃圾,1
 這些垃圾只是體現了台灣視專業如糞土,1
 的根性,0
 祝你們這些抹黑的垃圾以後不會需要用,1
 到葉克膜,0
 Dpp最不會惡意抹黑了 習大大最民主了,1
 哈哈,0
 懂不懂實證醫學......,0
 沒辦法，綠吱喜歡這一味,1
 你要政治小丑懂醫學專業太難了,1
 笑死XDDD，抹不黑改亂咬葉克膜使用的多,0
 了,0
 名嘴政客嗆全國最懂葉克膜的醫生,0
 再切割啊～洽擠是不是ddp的?,1
 推,0
 笑死,1
 電爛,1
 民進黨最好祈禱他們一輩子都不會用,0
 到葉克膜,0
 廢物,1
 民進黨真的該去死一死了,1
 垃圾DPP,1
 沒專業就不要亂講話 政客就是噁心,1
 攻擊別人的專業是多麼愚蠢的事情,1
 原來世間情也懂葉克膜 厲害,1
 王世堅@一個被從政耽擱的醫學大師,1
 因為不是在質訊台上 不能靠大聲講贏XDD,0
 柯黑最愛的世間情,1
 所以智障56要說王世堅跟DPP其實沒關係嗎,1
 ？,0
 葉克膜是救人的東西 就算用多又如何,0
 開房堅這種咖洨 台灣悲歌,1
 ？表示更多生命被搶救阿,0
 這太牽強了，只會看數據的娃娃,1
 台灣就是有這些敗類，請簽署你不使用葉克膜,1
 急救謝謝,0
 2個人都不喜歡 只能給噓,0
 他只會X樁腳女兒,1
 寄去問洪耀福阿 問他DPP的是在胡說啥,0
 智障6一波,1
 逐漸看懂，這些政論綜藝秀就是基於,1
 對立來獲取收視的,0
 一堆名嘴，這麼厲害先去考醫學系拉，唸搞,1
 沒有對立題材，就自己創造,0
 都唸不太出來了,0
 拿win 10比win95說95廢的概念,0
 真的有夠智障,1
 世間談醫療，搞笑節目嗎？,0
 有夠北七,1
 原來如此開房堅是葉克膜專家啊,1
 DPP再切割啊 操,1
 一堆民代跟律師都變成葉克膜專家,0
 瞎講，權威是專業認證...裝什麼懂？,0
 王：不然我們來聊聊開房間好了,1
 幹 這提供資料的試挖洞給他跳吧 好笑,0
 還好有醫生在 不然洽吉就......,0
 廢到笑,0
 就跟去摩鐵開房間一樣吧？(我魯蛇 人可,1
 以帶幫QQ) 你越跟摩鐵人員熟悉 入住時,0
 後要拿到鑰匙所花費的時間會越來越短。,0
 第一次去跟已是常客的待遇當然不同 你,0
 是摩鐵專家 這樣的邏輯不懂嗎？？,1
 成衣業者一臉「我身旁這個是重度智障嗎,1
 這件事跟民進黨無關 會這樣想的是白痴吧,1
 ？」表情DD,0
 好慘，專門來被電,0
 更正一下 我魯蛇 “沒”人可以帶,0
 有種來比開房間阿,1
 開房堅XDDDDDD,1
 王真是廢到笑,1
 開房堅,1
 恰吉賣業配買多少,1
 恭賀民粹黨正式超越狗民黨，只有更爛,1
 你們這些人，不要需要葉克膜的時候又去,0
 跪醫生,0
 非專業亂講話被打臉了,0
 就說這是民進黨打的還敢切割啊,0
 指控柯活摘器官跟dpp無關 開房堅不是dpp的,1
 真的是文組誤國,1
 恰吉被打臉剛好而已...XD,1
 王世堅到底是誰選的…,0
 蠢,1
 會以為跟民進黨無關的人八成也是智障,1
 白痴就算是個偷吃的醫生 智商也是屌打議員,1
 4姦:有種來比誰幹比較多樁腳的女兒啊,1
 悲哀這種人還是會當選,1
 的,0
 真的很愛亂扯,0
 奇怪 這些名嘴政客還真的以為查查資料,0
 哦，那個外遇醫生，八卦就愛這味,1
 開房間都出來指控了，民進黨還敢說他們是受,1
 害者無關，有人信嗎？,0
 就可以鬼扯這些專業的東西嗎,0
 連葉克膜沒這麼複雜這麼話都屁的出來,1
 白痴不懂專業這種人再選上台灣很悲哀,1
 選這種民代的根本就是智障嘛！,1
 阿姦每次被打臉就那付低能嘴臉,1
 每次被電就一個78臉,1
 台灣聰明人這麼多 怎麼當議員的都腦殘,1
 說個笑話：民進黨跟這次事件無關,1
 真的智障奸,1
 台灣就是被這些沒專業的政客搞爛的,1
 不懂專業又不做功課愛講話，被電剛,0
" 1124滅藍綠,只藍綠就投廢票",1
 好而已,0
 民進黨柯黑太多 還想切割,1
 前陣子名嘴和政客也比建築師懂建築,1
 旅館系的跟醫學系的談醫療？？？,1
 法規和建築圖呢！,0
 裡面有成衣業者 噓一個,0
 文組,1
 這是847那小丑po過的那張資料嗎,1
 笑死 跟醫生辯這個,1
 台灣最聰明的人都在台大醫院，笑,0
 唉，這幾天看名嘴跟醫生的戰爭，覺得現,0
 實真殘酷,0
 真以為自己是葉克膜權威喔~,0
 低能兒,1
 推,0
 這些人到底有多喜歡被洗臉XDDDD,0
 被電爆= =,0
 爽,0
 王就草包啊,1
 這個王世堅每天練笑話ㄐㄧㄡㄏㄠㄌㄜ,1
 嘻嘻 太楊 月亮,0
 這種爛餌也咬 1124XXX,0
 怎麼會有這麼多人妄想評論醫學阿,1
 丑角只會移花接木 被電爆理所當然,1
 是在監督市政還是市長啊==,0
 支持愛吃拉麵的醫生！！,0
 真的覺得台灣很悲哀  這種人竟然能當選,1
 所以洪耀福說打葉克膜跟dpp無關？,0
 格特曼跟民進黨沒關係？議員抹黑都算格,0
 XDDD,0
 特曼的？,0
 1124滅東廠 恰吉這種智商 不忍噓,1
 又不是討論開房，非專業的惦惦好嗎,1
 在關公面前耍大刀 還砍到自己的腳阿,1
 DPP還想切割嗎？當人民白癡嗎？,1
 超丟臉，被電了吧,0
 只會去汽車旅館的議員談醫療?,1
 文組,1
 阿貓阿狗在討論專業問題，丟人現眼,1
 覺青最愛,1
 可以幫他腦子接一下葉克膜嗎,1
 87咖也有人選!悲哀至極!,1
 文組閉嘴,1
 別來沾邊,0
 11/24 打垮民進黨,0
 哈哈亂抹屎被醫生電 丟臉哈哈哈哈,1
 丟人現眼,1
 旁邊朱學恆都一副聽不下去想笑的表情了,0
 ，他還有本事掰,0
 直接戰專業 我傻眼,0
 1124滅東廠,0
 真的醫生不要嗆 你的命在他手上,0
 視殲有夠廢，就算談motel你也輸洪，是還能,1
 嘴什麼,0
 垃圾藍綠，幹！,1
 看到成衣業者就噓,0
 洽吉還是開房間吧！,1
 有種來比開房間次數啊,1
 操弄數據的無知垃圾 搞的選舉用來越臭,1
 再說跟民進黨沒關阿  垃圾黨,1
 垃圾文組真的只會亂扯,1
 看到洽吉被電94爽,1
 完全沒有專業也沒做功課 低能到不行,1
 不意外,0
" 洪耀福:別抹黑民進黨,葛特曼與民進黨無關",0
 不讀書  不相信專業  沒有良心,0
" 無關,然後放任下面的一直抹,X你的DPP",1
 等待器官病人：在這島是不是要被名嘴們害,0
 死嗎？,0
 這智障咖小就是智障柯黑最愛的 雜種,1
 腦與雜種腦的猩猩相惜,1
 宅神在旁一臉諷刺臉= =,0
 自己把球舉得那麼高lol,0
 談ECMP應該要邀請楊憲宏,0
 笑死,1
 小丑,1
 王肯定吃虧啊 跟醫生辯什麼,0
 一心一意只想著抹黑的政客,1
 白吃政課,1
 使用太多不就病人太多 阿不然都不要用,0
 綠色邱疫不意外,1
 一群文組獨吱敗類,1
 智障,1
 自己要在台大醫生前唬爛被電爆剛好而已,0
 一群智障看到這些議員表現還在講跟DPP無關,1
 民進黨: 都和我們無關哦~啾咪,1
 救人還有過多的問題？？？,0
 黨主席還真的跟垃圾馬一樣廢..當好玩的,1
" 政壇小丑阿,越被電越開心,票越多",1
 內行跟外行的差別,0
 真的北七 在醫生目前練肖維,1
 面前*,0
 不懂專業還亂嘴,1
 不上節目沒錢開房間幹樁腳女兒？,1
 去開房間不要選了啦,1
 小丑比較知道汽旅的折扣日吧,1
 他只對hotel有研究而已,1
 幹樁腳女兒很正啊 您們有本事嗎？,1
 就有人喜歡上節目被洗臉勝過開房間,1
 有種對著數學系教授嗆他不會微積分啊,0
 這種只會欠電的咖，滾回家喝奶去吧,1
 在切割啊,0
 好好的去開房間辣幹,1
 他連套數是什麼都不知道吧,1
 DPPer:跟DPP無關，王4監是9.2,1
 只會開房間的垃圾,1
 世間什麼都懂 真是天才,1
 議員想電醫生醫學笑死人了,1
 王世堅是有醫生執照嗎？  亂噴不用負責嗎,0
 哈哈文組哈哈,1
 不讀書 不尊重專業 沒有良心,0
 他不是只會大聲而已嗎？,1
 智障啊,1
 文組的立委可以自己離開嗎,1
 來亂的喔  滾回家養老啦幹,1
 我怎麼覺得洪在反串啊？XD,0
 他是在暗酸在場名嘴活在平行時空吧XD,1
 台灣價值更勝專業啦,0
 他大概對汽車旅館的保險套數量比較清楚而,1
 已,0
 垃圾開房間,1
 唉唉，覺得梁文傑才讓人敬佩,0
 推,0
 不讀書 不尊重專業 沒有良心,1
  ㄉㄠˉ,0
 笑死,1
 他最好都不會用到 真的悲哀,1
 這群垃圾到底..在幹嘛...幹羚羊1124滅藍,1
 綠,0
 手機每年都不知道換幾個版本了 腦袋,1
 還在嗎,0
 綠營的都是廢 只想鬥嘴,1
 名嘴都是葉克膜大師，質疑專業醫生,1
 自取其辱,0
 這樣再說活摘事件跟綠營沒關係啊,0
 回去開房間啦,1
 誰選出王世堅的 ....看了就煩,1
 北七，悲情,1
 在醫師面前說這些,0
 煩死了 讓這些言論免責的人太自由了吧 所,0
 以他是代表選出他的人說話吧  看來也是台,1
 灣民主制度不成熟 才會選出這種人,1
 原來臉大是被打腫的。,1
 沒良知的小丑,1
 資退黨選舉選到泯滅人性啦,1
 - 倒底是那些廢物，選出這樣的水準 -,1
 秀下限,1
 有本事比開房間啊！,1
 世姦上摩鐵都在讀葉克膜的書嗎,1
 怒幹樁腳女兒,1
 外行嗆行家 笑死,1
 開房堅今年還能連任的話 代表智障還很多,1
 都用表面數據來鬥爭阿…,0
 成衣業者在旁邊跩屁跩喔XD,0
 他們其實可以相約開房，討論一下葉克膜,1
 比開房間的品質 也是開房間本人被屌打ㄅ,1
 低能，除了擺平樁腳女兒，出軌沒什麼,1
 貢獻,0
 廢到笑,0
 還好有洪浩雲，不然白的又要說成黑的,0
 一個立委跟智障一樣，難怪台灣會被搞,1
 爛,1
 低能立委,1
 他腦子肯定需要裝一台葉克膜,1
 嘔嘔嘔嘔嘔嘔,0
 關公面前耍大刀XDDD,0
 開房堅：不來看看誰是開放間的專業阿幹,1
 果然是政客，只會看數據。學校評鑑如,1
 此，連攸關生命的事亦是如此,0
 有毛病才去挑戰專業,1
 你不要講那種小兒科啦！,1
 笑死,1
 哈哈柯黑真的丟臉,1
 柯黑無恥全是因為低智商不專業又愛胡扯,1
 他媽的救命的東西 你說多花幾億,1
 王室監你要看這些人死而不給付嗎,1
 沒人性,1
 不懂的東西硬要爆，還在專業面前講…,1
 被打臉只是剛好,1
 打得好,0
 低能政府,1
 幹你媽的用民進黨黨產好嗎,1
 RIP,0
 幹,1
 覺得捐得好自然會投你,0
 捐這個沒什麼問題吧 我們跟印尼又不交惡,0
 幹,1
 R.I.P.,0
 大撒幣！,1
 捐個十萬鎂意思一下就好了好嗎,1
 我真的覺得有推文機器人,0
 RIP 印尼很多外勞在台灣工作的,0
 幹，亂搞,1
 印尼加油,0
 以後麻煩限定有邦交的再捐 熱臉亂貼,1
 當年四川地震如果只捐百萬鎂會怎麼樣?,1
 肛死英鮑,1
 照樓樓上的邏輯 台灣如果大地震死傷慘重,0
  就沒有人要捐錢給台灣了吧,0
 推，比給一堆沒用的小國好,1
 還好吧 才一百萬美金...非洲邦交都要求幾,0
 十億,0
 印尼總統在二月花蓮地震也有捐十萬鎂給台,0
" 人道問題,還好啦,不過真的很慘",0
 灣 同樣在地震帶上 多一點同理心比較好吧,0
 Ok，比川震好多了,0
 還好啦 人道救援  話說瓷器呢,0
 記得南亞大海嘯時，印尼如何對台灣的,0
 支那大概會趁機放高利貸吧  ~,1
 台灣去年才鬧過 全球唯一捐給美國的笑話,0
 沒必要,0
 不是支那都還能接受,1
 南亞海嘯，印尼對台灣怎麼樣嗎?,0
 之後捐款金額合併列入中國的可能性有87%,0
 垃圾國,1
 中國那麼垃圾我們都捐錢了,1
 印尼有建交嗎？幹你老師 教自己國家人台,1
 印尼勞工應該是最多吧 合理,0
 樓上說的好 都捐中國了 還有什麼不能捐?,0
 今年八月也才剛捐給印尼25w 提款機來著?,1
 灣人是中國人再順便排華,1
 捐給印尼百萬鎂就當回饋給台灣印尼外勞,0
 推,0
 一個國家公開種族歧視你欸,1
 中國公開要侵略台灣，台灣還反捐70幾億,0
 印尼勞工看護在台也有數十萬 幫台灣也不少,0
 八月是龍目島大地震 也是死傷慘重,0
 印尼外勞起碼對台灣還有點貢獻,0
  幫點小忙還好 總比捐了拿去做飛彈好,0
 才捐一點點沒什麼問題,0
 蔡英文就愛到處捐錢啊,1
 所以一個國家叫自己學生種族歧視？,1
 捐給印尼總好過捐給要侵略台灣的中國,0
 不要捐垃圾中國就好,1
 可以啦 印尼幫台灣處死很多販毒運毒的,1
 只會再那瞎扯中國 台灣勞工對台灣貢獻更,0
 這些垃圾在台灣只會爽做幾年牢就放出去,1
 大,0
 印尼拿了這些錢，最少不會買飛彈打台灣,1
 基於很多勞工朋友來 不為過,0
 台灣有2300萬人對台灣貢獻居然輸10萬歧,0
 還好啦，這個對要南向也有幫助,0
 視的印尼人,0
 不爽的話可以去幫忙推老人阿 無聊,1
 台灣勞工沒有台灣價值 意外嗎,0
 一堆無恥的中國豬，捐一點算什麼,1
 印尼有給免簽~給推,0
 20萬>2300萬 種族歧視還雙重標準,0
 當初KMT捐錢給中國有想過台灣的勞工嗎?,0
 比給一堆鳥屎大邦交國好多了,1
 印尼來台做底層工作 不爽你來做啊 請她們,0
 印尼有他國內的問題 但他們人民來台灣做,0
 應該的,0
 推輪椅是歧視你家老人嗎？怎麼不自己推?,1
 了很多一般台灣人不願意做的工作 覺得沒,0
 有必要對他們這麼仇視,0
 而且KMT那時還一口氣捐了20億台幣,0
 自己打臉自己邏輯幹嘛？,0
 印尼人在台灣的產值應該是遠遠超過這個,0
 數字啦,0
 kmt做的事跟印尼沒有關聯啊,0
 捐給印尼才3000萬台幣不知道在叫什麼鬼,0
 台灣一堆印尼外勞 捐這個沒有問題,0
 支持 台灣的印尼人不少 也對台灣有很大幫助,0
 可以,0
 打水漂,0
 想想你在上班賺錢的時候 是誰在顧你爸媽,0
 真的不能不再推一次,0
 捐給中國70幾億 結果買飛彈對準台灣人,0
 才3000萬，屏東半個活動就沒了，小錢,0
 南部淹死沒錢管,1
 比起四川大地震送錢給敵人買武器好多,1
 捐給支那川震才是浪費,1
 這還好啦，小錢，而且印尼蠻多人在,0
 台灣工作幫忙呀,0
 自己人都快烙賽還在灑錢給親共的 草,1
 三千萬才多少 都那麼慘了給點幫助啊,0
 推,0
 新南向,0
 推,0
 高調，希望大家多關心這件事…,0
 是該捐,0
 外交款項阿 哪裡有問題,0
 支持政府作對的事情,0
 幹,1
 捐三千萬國家對國家真的還好,0
  三千萬還好 死了快一千五百人,0
 當作一個白包慰問的意思而已,0
  平均一個才兩萬,0
 捐太少,0
 支那人閉嘴，捐給川震的才叫浪費,1
 應該捐物資多少會送到災你那邊捐錢的話我,0
 看全部都被 官員貪汙,1
 新南向政策，挺移工，捐錢正常啊,0
 噓的是多可悲？3000萬台幣人道關懷而已,1
 也在該該叫,0
 敵國地震都捐幾十億了 何況印尼有多少勞工,0
 三千萬對政府來說就跟一般民眾花三百,0
 替台灣人工作,0
 塊一樣,0
 大灑幣  垃圾政府黔驢技窮,1
 謝謝印尼人在台灣幫助台灣人,0
 捐三千萬給印尼 人道救助 也要罵???,0
 拜託 印尼多少人在台灣工作+看護...,0
 然後算進中國的扣打內？,0
 斷交那些 省下來的錢 還好阿,0
 台灣一人捐一塊多就差不多三千萬了 還好,0
 吧,0
 會不會有點多? @@ 好吧，人道,0
 希望印尼能不要刺台灣一刀就好,0
 幹,1
 他媽不先幫助國內，還當凱子捐錢？,1
" 我覺得ok, 人道救援",0
 k黨工大舉入侵,0
 比捐給強國好多了,0
 謝謝印尼人來臺灣工作,0
 捐這ok,0
 沒捐給9.2都是浪費錢,1
 不是捐給敵國支那 都可接受,1
 斷交省了好幾億  三千萬還OK吧,0
 靠杯的都是9.2,1
 捐這個好吧  又不是智障會捐錢給敵國,1
 都是捐錢怎麼捐給日本跟捐給印尼大家態,0
 不是捐給中國哪裡都好,0
 很好，印尼人很多來台工作的,0
 可以啦，好歹不交惡又一堆外籍朋友,0
 人家地震又海嘯 救急給推,0
 太多了,0
 錢多4ni,0
 印尼可以接受,0
 還好 印尼除了勞工輸出，也蠻多國際公司,0
 推,0
 設廠，這筆救援的蠻正確的吧,0
 媽的印尼當年排華殺了多少台灣人，捐給,1
 他們衝三小？,1
 推！,0
 能起到幫助的話捐這個不浪費,0
 浪費,0
 印尼排華，不過印尼也不少華人，人道立場,0
 捐這樣算很少,0
 不知道執政黨可以從中撈多少,0
 覺得 ok,0
 這筆錢他們會用在台灣人身上？一個把煽,0
 動排華的人升官的國家，會救助華人？檢,0
 調還說拿一般侵犯案件辦比較方便的國家,1
 ，錢不被貪就不錯了，而且他們殺的不只,1
 是26，還有台灣人！,0
 那麼多人,0
 蛤 印尼不是蠻多勞工在我們這忙嗎 捐,0
 個錢幫一下還行吧,0
 怎麼不來捐助我....,0
 台灣照護移工非常多印尼籍，單純人道援助,0
 可以接受，謝謝平日對長輩們的照料,0
 人家姦殺我同胞，我捐錢幫他？抱歉我不,1
 是聖人，我永遠不可能同意,1
 為什麼要捐 那些國家跟我們有邦交嗎？幫過,0
 我們什麼？,0
 排華屠殺是真的，台灣印尼籍照護工多也是,0
 RIP,0
 真的，有種就死不請外勞請本國籍的，一個,0
 月就兩倍薪資而已,0
 之前年改就一堆退休人員在罵以後請不起外,0
 勞了,0
 捐支那才是浪費 捐印尼還好 才這麼一點,1
 熱臉貼冷屁股…,0
 南無阿彌陀佛,0
 天佑印尼,0
 30M還行 給推,0
 請過印尼偷錢看護,0
 捐三小 幹,1
 真愛打腫臉充胖子， 政府是錢多到可以做,0
 灑幣外交是不是？ 我們重災他們有幫忙過,0
 社會底層的酸民根本不會懂什麼是政治,1
 跟經濟效益，也不會懂整個社會供需運,1
 作，只會整天靠北靠母，耍廢不上進，,1
 難怪永遠當底層,1
 人溺己溺。阿彌陀佛,0
 雙方友好個屁,1
 捐印尼真的比捐支那好很多,1
 新南向,0
 捐這個應該   有些樓很明顯有問題 故意,0
 印尼看護對台灣社會很有貢獻，這個捐款,0
 很合理阿，比捐給對岸買飛彈好多了,0
 1600...印尼加油,0
 還行啦,0
 不要捐給乞丐黑人國貪汙或支那 我沒意見,1
 要不要先關懷一下你台灣的可悲低薪,1
 支持,0
 這個可以,0
 肯定會被上層A光...,0
 只希望全數用在災民和重建上,0
 我覺得還好,0
 幹,1
 我覺得還是丟水溝,1
 三千萬給國內是要幫助殺小？你家有死人,1
 ？被海沖走？,0
 人道救援，有理智一點,0
 災難有夠多的地方...好可憐,0
 比起捐給不知感恩還拿飛彈對著我們的某個,0
 地方 這是ok的,0
 捐太少，台灣一個人捐不到兩塊，印尼,0
 對台灣的貢獻功不可沒,0
 才捐一百萬，他媽捐太少了吧,0
 印尼人在台灣這麼多人,0
 人道關懷推一個,0
 捐給垃圾幹嘛，多死一點很好啊,1
 就人道關懷啊,0
 說人家垃圾的自己應該…嗯…,1
 先救台灣人好嗎,0
 捐得好 這樣才知道 當初幫印尼建國的人,0
 陳智雄 被中國民國殺了,0
 留言一堆 ROCHIN 粉 在跳腳 跟D能一樣,1
 真的有推文機器人？只給人捐川震的？,0
 100萬還OK,0
 印尼加油,0
 小錢 而且不是捐中國,0
 我們的政府很有錢……,0
 都是太平洋地震海嘯的國家，捐一下ok,0
 啦,0
 對敵人都捐幾十億買武器了，還好吧！,0
 菜你媽的狗娘養大的垃圾操,1
 結果新聞台都沒怎麼報印尼災情,0
 某些噓文真噁心  不過剛好可以拿來加黑名單,1
 捐給川震的根本就被支那政府吃掉 幹你娘,1
 捐給印尼有啥問題？外勞對我們也有所貢,0
 獻,0
 人家印傭也照顧很多台灣阿公阿罵,0
 印尼排華不排台，台印一家親,0
 空心蔡大灑幣,1
 推啊 有啥問題,0
 一百萬鎂超少吧 前幾樓這麼崩潰喔 支持,0
 早就有的預算 發個白包也在靠背,0
 嗯 是該捐個給印尼,0
 捐印尼 而且才一百萬 怎樣都比給中國好,0
 我猜一堆黨工在反串，這種錢,0
 本來就該捐。,0
 很多外勞在台灣工作，這是應該的,0
 捐太少+1，印尼是台灣外傭的主要國家,0
 就算用功利角度出發，看到台灣對他們的母,0
 國好，他們也會對照顧的人好,0
 總比捐給支那用來買飛彈打台灣好多了,1
 想想看當初川震捐了多少億？區區幾千萬就,0
 在那邊跳腳，支那人真的不要臉到極點,1
 我還以為台灣政府沒錢,0
 做善事給推,0
 討厭印尼的 先祝你自己或親朋好友一輩子不,0
 會請印傭照顧你喔,0
 這麼做沒錯吧,0
 支持,0
 印尼加油,0
 前幾樓嘴超臭,1
 支持,0
 支持,0
 印傭好用 台印友好,0
 支那9.2嘴巴臭 捐支那買飛彈炸9.2？,1
 基本上來說這沒問題，支持~,0
 一堆仇恨言論的是不是對岸游過來的五毛？,1
 才一百萬鎂還好啦,0
 支持,0
 台灣如有難 印尼會幫嗎,0
 不是很喜歡印尼，但救援這件事我支持!,0
 幹,1
 這有什麼問題嗎,0
 台灣不是不能捐，要嘛沙烏地阿拉伯,0
 捐更多，因為沙國是回教國家老大哥,0
 沙國當初還幫印尼蓋清真寺，,0
 推,0
 而且還吸引印尼人留學沙國學習古蘭經,0
 捐太少,0
 台灣人超虛偽，法國恐攻死100多人，一堆人,1
 就弱智跟風換上法國國旗還在那邊Pray for,1
 推 這次真的很嚴重,0
  Paris，印尼地震外加海嘯死幾千人，台灣,0
 救災捐錢沒啥問題 噓的人是多沒人性？,0
 人關心的沒幾個人，台灣最美的風景每次看,0
 到這幾個字都想笑!!!,0
 補推回來,0
 9.2黨工連人道救援都要帶風向 噁爛,1
 好幾個五毛一直跳針印尼排華很可惡,1
 中國惡行被全世界排斥簡直超活該,1
 捐給印尼還行啦  只希望他們可以對我們友,0
 善,0
 台印友好，印尼加油！,0
 這背骨國家不值得幫,1
 一群五毛淨出臭嘴帶風向，中國人在全世,1
 界像蟑螂令人討厭！,0
 印尼加油,0
 捐給中國我不行 但其他國我覺得可以,0
 別捐給中國 那些錢捐其他國家可以捐好幾年,0
 人道救援有什麼問題 又不是捐給玻璃大,0
 國,0
 很ok,0
 印尼加油！,0
 至少人家不會挪用捐款買飛彈對著你,0
 只要不是捐給中國就可以,1
 比捐給支那好多了,1
 有邦交嗎?,0
 其實三千萬真的沒有很多 就聊表心意吧,0
 捐給那種比台灣更落後的國家也只會被,0
 貪走,0
 幹印尼那種垃圾國家是在捐什麼錢,1
 都忘記印尼的排華運動了嗎,0
 反對！台灣那麼多生活不下去的人該先救助！,1
 小道消息 這死亡人數遠比公布的多,0
 因為很多人都是被活埋的 挖出來還要時間,0
 印勞對台灣底層人力貢獻不少，三千萬,0
 新台幣不算多吧！,0
 不要在多捐了,0
 而且以前印尼還替台灣的老潛艦弄到魚,0
 雷。,0
 合理的金額啦…,0
 同是在地震帶國家 互相援助是應該的 何況,0
 台灣震災 印尼也有捐給台灣呀,0
 支持,0
 這個還可以,0
 台灣必須要跟鄰居好好相處，除了惡鄰外,0
 可,0
 資源真的有辦法分配到災民嗎？,0
 合理金額,0
 總比捐給某國買飛彈對自己好,0
 推,0
 印尼多少勞工來台啊，捐這很外交啊,0
 錢捐給習大大餵豬就沒問題,1
 其實不算多,0
 支持,0
 在台灣很多幫忙照顧家中長輩的都是印尼朋,0
 友，印尼也沒拿飛彈對台灣，發生這麼嚴重,0
 的傷亡，或多或少是一定要幫忙的!,0
 這跟本不多,0
 印尼加油,0
 這很正常 數目也不多 發文的帶風向被打臉,0
 居然會認為台灣政府100萬美算多,0
 可憐的原PO 想必是22K到現在十年了,0
